source,log_message
ModernCRM,System updated to version 5.4.0.
ModernCRM,Backup ended at 2025-09-03 10:09:30.
BillingSystem,Unanticipated server 30 restart happened during data exchange
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-65523c61-535f-4cb1-8c34-2dfe526b6ea2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1910 time: 0.2569480"
LegacyCRM,Escalation rule execution failed for ticket ID 9807 - undefined escalation level.
AnalyticsEngine,Backup ended at 2025-11-22 14:28:11.
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-c52a31aa-4db4-4cc1-ae33-1134f503fb3a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 211 time: 0.0929339"
AnalyticsEngine,"nova.compute.claims [req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total memory: 64172 MB, used: 512.00 MB"
AnalyticsEngine,Backup started at 2025-03-21 00:20:21.
ThirdPartyAPI,"nova.metadata.wsgi.server [req-dd6dbb5e-9bf4-4e7f-95b7-4dfa7bee65bc - - - - -] 10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" RCODE  200 len: 967 time: 0.2225499"
AnalyticsEngine,User User927 logged in.
BillingSystem,Backup ended at 2025-08-22 07:33:55.
ModernCRM,"nova.osapi_compute.wsgi.server [req-40b49896-8426-467a-8d7f-de6c1cd123d4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2690799"
ThirdPartyAPI,Warning: Potential admin privilege escalation for user 5720
ModernCRM,Account with ID 2519 created by User355.
ThirdPartyAPI,System updated to version 2.7.9.
AnalyticsEngine,Unexpected server 39 downtime occurred during data validation
ModernCRM,"nova.osapi_compute.wsgi.server [req-3520ffde-5536-40dd-ba9d-ef1581a27b18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2727239"
ThirdPartyAPI,System updated to version 4.3.3.
ThirdPartyAPI,User User905 logged in.
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-543e2dd0-b199-4751-933a-2b0e5a6d48b5 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" RCODE  200 len: 380 time: 0.0965390"
ModernHR,Security warning: unusual network activity on server 7
ModernCRM,System updated to version 5.7.5.
ModernHR,Login failure occurred on blocked account Account6484
ThirdPartyAPI,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] vcpu limit not specified, defaulting to unlimited"
ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0010660"
ModernCRM,Shard 12 data replication was not successful
BillingSystem,"nova.metadata.wsgi.server [req-567bc482-6358-4db5-99c5-b011692d6cf8 - - - - -] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Return code: 200 len: 967 time: 0.2349129"
ModernHR,"nova.osapi_compute.wsgi.server [req-88051a36-ba5a-44d8-90a4-dfd5a30c2f8a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2790279"
ModernHR,"nova.osapi_compute.wsgi.server [req-3ab9508b-f853-4fdc-a5d3-7fe02d8f6a77 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2551761"
ModernHR,"nova.osapi_compute.wsgi.server [req-713cc4cb-1c01-47b1-b2d5-e5c54f7e9d21 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2455752"
BillingSystem,"nova.osapi_compute.wsgi.server [req-77cba855-be33-419f-96b0-11a437e1063a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2581029"
ModernHR,Backup completed successfully.
ModernHR,"nova.osapi_compute.wsgi.server [req-77cc3c0e-d34a-49e1-b132-eef9a76b64aa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2619240"
BillingSystem,Backup completed successfully.
ThirdPartyAPI,Multiple rejected login attempts found for user 1805
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-b066b9b3-3cb8-4dff-bb8a-5717a1e6192a d16a600c5e2a47fe98aee00ee4cb9743 e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.2 ""GET /v2/e9746973ac574c6b8a9e8857f56a7608/images/0673dd71-34c5-4fbb-86c4-40623fbe45b4 HTTP/1.1"" Status code -  200 len: 868 time: 0.1525230"
ModernCRM,"nova.osapi_compute.wsgi.server [req-11c5a3c1-ff74-4def-a7bc-3925b7f53c24 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2920430"
ModernCRM,Email system down due to sending error
ModernCRM,Backup started at 2025-08-10 12:07:51.
BillingSystem,Server 9 encountered an unforeseen restart during data processing
ModernCRM,File data_7160.csv uploaded successfully by user User629.
ModernHR,Unsuccessful login try on locked account Account9960
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-4d8212f4-f29d-4448-a7b6-872fb05c703c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2590120"
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-6b8f0c42-a8aa-4947-918c-385855184318 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2773159"
ModernHR,"nova.metadata.wsgi.server [req-a189d358-853f-4bdb-8972-dcc23dfa73a8 - - - - -] 10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2292249"
ThirdPartyAPI,Failed data replication attempt for shard 3
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-7159484f-4b91-464c-a6f6-c7820ded6511 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Status code -  200 len: 380 time: 0.2715590"
BillingSystem,"nova.compute.claims [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] vcpu limit not specified, defaulting to unlimited"
ModernHR,"nova.osapi_compute.wsgi.server [req-44701b65-e05c-4855-8fd1-ffb90c9b978e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2675440"
BillingSystem,Failed access attempt on limited account Account7127
ThirdPartyAPI,"nova.metadata.wsgi.server [req-895531e0-a48b-49a0-b190-1ce9cd0b7a66 - - - - -] 10.11.21.138,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" HTTP status code -  200 len: 264 time: 0.2088590"
BillingSystem,"nova.osapi_compute.wsgi.server [req-31677284-946b-4d4f-bf44-736a41224f70 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2421730"
ModernCRM,"nova.osapi_compute.wsgi.server [req-1d647fe1-d879-4988-889e-d860ef5b8338 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2757139"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-95aa6171-064c-4a8f-96f6-d43250af4408 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2598760"
ModernHR,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total disk: 15 GB, used: 0.00 GB"
BillingSystem,File data_6550.csv uploaded successfully by user User232.
ThirdPartyAPI,Multiple incorrect login attempts were made by user 7798
AnalyticsEngine,User User771 logged out.
ModernCRM,Data synchronization failed for shard 8
AnalyticsEngine,"nova.metadata.wsgi.server [-] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0012619"
BillingSystem,Module X experienced a format validation error
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-387f80a3-539e-4716-8595-9913cb1d4116 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2672651"
ThirdPartyAPI,User 2344 had multiple unsuccessful login attempts
BillingSystem,"nova.osapi_compute.wsgi.server [req-537bc103-6c6d-4c9d-a801-52aa85533601 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2428820"
BillingSystem,Disk cleanup completed successfully.
AnalyticsEngine,"nova.compute.claims [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Total memory: 64172 MB, used: 512.00 MB"
BillingSystem,User User409 logged out.
AnalyticsEngine,"nova.compute.claims [req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] disk limit not specified, defaulting to unlimited"
ModernCRM,"nova.osapi_compute.wsgi.server [req-64dca5a6-dde8-45f1-9e76-e001afd2caa9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1583 time: 0.2041020"
AnalyticsEngine,Disk cleanup completed successfully.
BillingSystem,"nova.osapi_compute.wsgi.server [req-cacb633a-46b5-4f22-aad1-864352c7e20d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2598419"
ModernCRM,Backup completed successfully.
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-aa55b411-2ba0-4b61-9fd9-26d40aeb9423 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2682309"
ModernHR,User User930 logged in.
ModernHR,"nova.osapi_compute.wsgi.server [req-deb9d948-8712-41cb-b575-9d67db2bfc62 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2789159"
ModernCRM,Account with ID 8114 created by User101.
AnalyticsEngine,Multiple login failures occurred on user 6454 account
ThirdPartyAPI,Kernel error terminated boot process prematurely
ModernCRM,"nova.osapi_compute.wsgi.server [req-5ef90541-0ddc-426b-a12a-3ca3cb0b9b81 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2612560"
AnalyticsEngine,User 6336 was unable to authenticate for API access
ModernCRM,"Security issue detected on server 46, investigation required"
ThirdPartyAPI,Restricted account Account5937 experienced failed login
ModernHR,"nova.compute.claims [req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] memory limit: 96258.00 MB, free: 95746.00 MB"
BillingSystem,Security alert: suspicious activity from 192.168.23.39
ThirdPartyAPI,Backup started at 2025-09-05 04:17:13.
ModernCRM,"nova.osapi_compute.wsgi.server [req-40c6c6d9-caf9-426e-b739-a5562aa4043a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130"
ModernCRM,System updated to version 2.7.3.
BillingSystem,Data replication issue on shard 3
ModernCRM,An unusual data access attempt was detected
ModernHR,Unforeseen server 8 reboot occurred during data export
ModernCRM,Multiple disk problems detected in RAID system
AnalyticsEngine,Disk cleanup completed successfully.
ModernCRM,Email system encountered a sending error
ModernCRM,Admin privilege misuse detected for user 6602
ModernHR,"nova.osapi_compute.wsgi.server [req-ce6ebea3-0123-4aae-a535-4058e0fceb0c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2613189"
ModernHR,"nova.osapi_compute.wsgi.server [req-403846bd-dd0d-4472-a78d-6077e720094b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2580168"
ModernHR,"nova.osapi_compute.wsgi.server [req-554e3f99-2f55-4004-bda8-f9bed26f5ac9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2639148"
AnalyticsEngine,System updated to version 2.1.3.
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-2d3fdf84-c2d9-47cc-ad3c-8c309b96d32d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2640860"
ModernCRM,User 5045 had multiple unsuccessful login attempts
ModernCRM,Invalid credentials used for account Account2885 login
BillingSystem,"nova.osapi_compute.wsgi.server [req-36edee2a-9189-477f-be64-1ff36bf2933b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2571361"
AnalyticsEngine,Restricted account Account9137 had login failure
ThirdPartyAPI,API security system detected suspicious activity from user 1478
ThirdPartyAPI,Identified a possible unauthorized data access attempt
ModernHR,Email provider had trouble sending emails
AnalyticsEngine,"nova.metadata.wsgi.server [req-60ac28f2-bde9-4da6-9542-7b7a345b5363 - - - - -] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" HTTP status code -  200 len: 124 time: 0.2251949"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-385c4fd4-fc22-4fc7-b1c9-ff7fea96847c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2493019"
AnalyticsEngine,Login failure occurred on blocked account Account2882
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-e101c9c1-2850-452f-be89-d5c81daba5b8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2776449"
ModernCRM,Critical system equipment failure: equipment ID Component57
ModernHR,"nova.osapi_compute.wsgi.server [req-83a70d92-4077-4368-b3e4-b416cf0128aa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d6b7bd36-2943-4363-9235-fffdd89ea40e HTTP/1.1"" RCODE  204 len: 203 time: 0.2511380"
AnalyticsEngine,Restricted account Account4475 had login failure
AnalyticsEngine,Backup completed successfully.
ThirdPartyAPI,Unexpected server 41 stoppage occurred during data conversion
ModernHR,Account with ID 9614 created by User610.
BillingSystem,"nova.osapi_compute.wsgi.server [req-a48835ba-fc76-4d9f-870b-5d7f0956db98 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2599471"
ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.137,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Status code -  200 len: 967 time: 0.0008872"
ModernHR,Disk cleanup completed successfully.
ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" Status code -  200 len: 157 time: 0.0009151"
ModernCRM,"nova.osapi_compute.wsgi.server [req-fc64a697-9990-4170-bd07-734525c5d666 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.4322081"
ModernHR,"nova.compute.claims [req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total disk: 15 GB, used: 0.00 GB"
ModernHR,File data_4497.csv uploaded successfully by user User379.
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-7e612509-4ae5-4741-b376-839bd045d819 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2575760"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" RCODE  202 len: 733 time: 0.5049269"
BillingSystem,Detection of potential admin privilege abuse by user 2437
ModernCRM,Severe application issue found in main system component
AnalyticsEngine,User User839 logged out.
ThirdPartyAPI,File data_5208.csv uploaded successfully by user User303.
ThirdPartyAPI,"nova.metadata.wsgi.server [req-b54879c8-254d-412e-a06b-81ee08235d46 - - - - -] 10.11.21.142,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" HTTP status code -  200 len: 124 time: 0.2247450"
ThirdPartyAPI,Alert: Admin privilege escalation for user 6856 detected
BillingSystem,Mail delivery error impacted email service
BillingSystem,"nova.osapi_compute.wsgi.server [req-2d362d97-cb67-4511-9150-17dccfff1ffc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2728651"
ThirdPartyAPI,File data_5507.csv uploaded successfully by user User177.
AnalyticsEngine,Disk cleanup completed successfully.
ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" HTTP status code -  200 len: 157 time: 0.0007410"
ModernCRM,"nova.osapi_compute.wsgi.server [req-af33e530-53f7-4a12-83de-a2297101103f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1575 time: 0.1883159"
ModernCRM,"nova.osapi_compute.wsgi.server [req-878d8f43-04d4-4bce-a27a-3feca48ba5eb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1583 time: 0.1964839"
ThirdPartyAPI,"nova.compute.claims [req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total vcpu: 16 VCPU, used: 0.00 VCPU"
AnalyticsEngine,Data export attempt exceeded authorized limits
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-f0b73f56-6769-4493-9510-f68c4f463312 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2313168"
ThirdPartyAPI,File data_2288.csv uploaded successfully by user User234.
BillingSystem,"nova.osapi_compute.wsgi.server [req-43e0f44d-b7b7-4458-849c-184dfc5d16e9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1759 time: 0.2717040"
